camis,dba,boro,building,street,zipcode,phone,cuisine type,latitude,longitude,current_grade
41456844,BAM CINEMA CONCESSION STAND,Brooklyn,30,LAFAYETTE AVENUE,11217.0,7186364156,64,40.686859067343,-73.977738126987,A
41456863,THE MAD DONKEY,Queens,3207,36 AVENUE,11106.0,7182784555,42,40.756139016607,-73.92879518487,A
41456998,A.I.G.\CHARTIS,Manhattan,175,WATER STREET,10038.0,2127703896,42,40.70669208986,-74.005208251591,A
41457023,CASA MEZCAL,Manhattan,86,ORCHARD STREET,10002.0,2127772600,24,40.71791790585,-73.990324866634,A
41457158,THE MUSIC BOX,Queens,4008,74 STREET,11373.0,9175547907,54,40.746335566929005,-73.89134450204601,A
41457400,VINTRY,Manhattan,57,STONE STREET,10004.0,2124809800,42,40.70443555313,-74.01019974725,P
41457424,JIMBO'S HAMBURGER PALACE,Bronx,4137,WHITE PLAINS ROAD,10466.0,7185470003,74,40.891688725029,-73.858329629066,A
41457451,COPPOLA'S,Manhattan,206,WEST   79 STREET,10024.0,2128773840,44,40.783302031984,-73.978738500306,A
41457453,THE COUNTING ROOM,Brooklyn,44,BERRY STREET,11249.0,7185991860,42,40.721036328847,-73.956430992292,A
41457495,HALE & HEARTY SOUP,Manhattan,286,MADISON AVENUE,10017.0,2126832222,66,40.751721102916996,-73.980084048679,A
41457591,ROSSY'S BAKERY & COFFEE SHOP,Manhattan,242,EAST    3 STREET,10009.0,2122532424,56,40.722212449301,-73.981914772096,A
41457638,FINEST DUMPLING RESTAURANT,Manhattan,25 B,HENRY STREET,10002.0,2126088962,61,40.712873368294,-73.996255769787,A
41457654,BURGER KING,Staten Island,2655,RICHMOND AVENUE,10314.0,7184772360,74,40.582297419955,-74.169052592685,A
41457674,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,690,3RD AVE,10017.0,6467835060,74,40.751769229390995,-73.973728105159,A
41458001,DIXON PLACE,Manhattan,161,CHRYSTIE STREET,10002.0,2122190736,42,40.720613435311996,-73.99257199537699,A
41458079,PAULIE GEE,Brooklyn,60,GREENPOINT AVENUE,11222.0,3479873747,55,40.729770968613,-73.958568457037,A
41458168,SON DE CALI BAKERY,Queens,877,WYCKOFF AVENUE,11385.0,3477253978,13,40.697363602598,-73.907202263882,A
41458323,FREUNDS KITCHEN,Brooklyn,4305,15 AVENUE,11219.0,7188511111,18,40.635615142515,-73.984312686046,A
41458340,MR TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218.0,7188516324,61,40.648681966093,-73.97777974384,P
41458571,WESTVILLE,Manhattan,246,WEST   18 STREET,10011.0,2129242201,42,40.74161387147,-73.999224125151,A
41458613,NIGHT OF JOY,Brooklyn,667,LORIMER STREET,11211.0,7183888693,42,40.716921975771,-73.949846618718,A
41458617,RED RIBBON BAKESHOP,Queens,6502,ROOSEVELT AVENUE,11377.0,7183351150,6,40.746048769553,-73.898884097375,-2
41458695,TONG SAM GYUP GOO YI RESTAURANT,Queens,16223,DEPOT ROAD,11358.0,7183594583,36,40.76197809672,-73.802856304978,A
41458716,101 CAFE,Queens,9805,101 AVENUE,11416.0,7188482233,42,40.685063207207,-73.843201099888,A
41459070,NEW WONG RESTAURANT,Manhattan,103,EAST BROADWAY,10002.0,6468789474,61,40.713784496016004,-73.99328337925901,A
41459139,KNITTING FACTORY,Brooklyn,361,METROPOLITAN AVENUE,11211.0,7326143945,42,40.714091859677,-73.955894465421,A
41459208,CHELSEA BAGEL & CAFE,Manhattan,139,WEST   14 STREET,10011.0,2124622435,42,40.737864510633,-73.998033358575,A
41459414,NEW YUNG HONG,Bronx,271,WEST KINGSBRIDGE ROAD,10463.0,7185490030,61,40.872850411324,-73.905126780968,A
41459513,BUONGIORNO ESPRESSO BAR,Manhattan,502,9 AVENUE,10018.0,2127926998,42,40.755990795963,-73.994390833713,A
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,Brooklyn,548550,FLATBUSH AVENUE,-2.0,7182871277,55,0.0,0.0,A
41459648,CHRIST COFFEE SHOP & DELI,Manhattan,500,WEST  168 STREET,10032.0,2127955199,42,40.839946569191,-73.93713677711601,A
41459709,RALPH'S FAMOUS ITALIAN ICES,Staten Island,3285,RICHMOND AVENUE,10312.0,7189671212,2,40.558870072234,-74.16940694858499,A
41459743,EVERYDAY GOURMET DELI,Manhattan,369,LEXINGTON AVENUE,10017.0,2129860500,42,40.750575892891,-73.97666286348,A
41459867,SUSHI WEST,Manhattan,556,HUDSON STREET,10014.0,2123371023,23,40.735325462365,-74.006029600212,A
41459921,DUNKIN',Bronx,2451,EASTCHESTER ROAD,10469.0,6463687281,77,40.86183680732,-73.843328618438,A
41459923,DUNKIN',Manhattan,2083,LEXINGTON AVENUE,10035.0,6463685906,77,40.804841273182,-73.937061694761,A
41459932,FARMERS PIZZA & GRILL,Queens,11725,FARMERS BOULEVARD,11412.0,7187232003,42,40.690808741946,-73.762265980159,A
41459942,DUNKIN',Bronx,511,EAST  163 STREET,10451.0,7184026700,77,40.82430225275,-73.909416511651,A
41459947,DUNKIN',Bronx,114,BRUCKNER BOULEVARD,10454.0,7187424839,42,40.804629102509,-73.922270137837,A
41459972,VERANDA RESTAURANT-CAFE,Queens,20801,NORTHERN BOULEVARD,11361.0,7182812233,42,40.7587163467,-73.775439792395,A
41460032,BALADE,Manhattan,208,1 AVENUE,10009.0,2125296868,11,40.730345398397,-73.983276421025,A
41460035,GUYANA EX POLICE ASSOCIATION OF AMERICA,Brooklyn,609,EAST   53 STREET,11203.0,3474635371,31,40.644263494164,-73.92664126623201,A
41460077,5 NAPKIN BURGER,Manhattan,2315,BROADWAY,10024.0,2123334488,74,40.786894717189,-73.97770816114101,A
41460224,DUNKIN',Brooklyn,610,UTICA AVENUE,11203.0,7186040470,77,40.658843824909,-73.931152079322,A
41460683,BASIL,Brooklyn,268,KINGSTON AVENUE,11213.0,7182858777,18,40.67022425627,-73.942127850309,C
41460700,PIG 'N' WHISTLE,Manhattan,202,WEST   36 STREET,10018.0,2122394820,42,40.752463495084,-73.990164629549,A
41460794,KARAOKE SHOUT,Queens,3246,STEINWAY STREET,11103.0,7185690080,42,40.757705992797,-73.920033011966,A
41460812,FORBELL CAFE (U.S. POST OFFICE CAFETERIA),Brooklyn,1050,FORBELL STREET,11208.0,7186474455,42,40.663983682971,-73.860487605874,A
41460908,MILLS TAVERN,Brooklyn,1409,MYRTLE AVENUE,11237.0,3477875956,42,40.698603133372,-73.920327772909,A
41461099,SRIPRAPHAI THAI RESTAURANT,Queens,6415,39 AVENUE,11377.0,7188999599,14,40.746397984752996,-73.899601752872,A
41461165,NEW BRISAS LATINAS BAKERY RESTAURANT,Queens,13515,LEFFERTS BOULEVARD,11420.0,7183239183,56,40.670260942912996,-73.820950841132,A
41461512,WENDY'S,Queens,0,JFK INTL AIRPORT,11430.0,7185537842,74,40.648312826068,-73.788281497594,A
41461600,FIVE GUYS FAMOUS BURGERS AND FRIES,Queens,21033,26 AVENUE,11360.0,7182257600,74,40.777600315781996,-73.77967980624601,B
41461629,LOS BALBUENA RESTAURANT,Bronx,2376,RYER AVENUE,10458.0,3472713523,3,40.859296388527,-73.898074991117,P
41461711,CHEN GRAND CHINA RESTAURANT,Queens,6942,GRAND AVENUE,11378.0,7184247600,61,40.726666372768,-73.89406458892701,A
41461802,DIG INN SEASONAL MARKET,Manhattan,150,EAST   52 STREET,10022.0,2124213055,42,40.757527069705,-73.970964492234,A
41461860,LEX RESTAURANT,Manhattan,1370,LEXINGTON AVENUE,10128.0,2128605903,44,40.782366856158,-73.953498345296,A
41462077,TAKASHI,Manhattan,456,HUDSON STREET,10014.0,2124142929,23,40.731425117469,-74.006649850535,A
41462262,RUCHI INDIAN CUISINE,Manhattan,120,CEDAR STREET,10006.0,2122278454,4,40.709636641851,-74.012711005921,B
41462275,PHO HOAI RESTAURANT,Brooklyn,1906,AVENUE U,11229.0,7186161233,58,40.59925987105,-73.95237321624,B
41462348,BENVENUTO CAFE,Manhattan,189,FRANKLIN STREET,10013.0,2122192373,42,40.719378119895,-74.009704206252,A
41462542,SCOTTADITO,Brooklyn,788,UNION STREET,11215.0,7186364800,44,40.674850426731,-73.976491183303,A
41462617,MIKE'S UNICORN DINER,Staten Island,2944,VICTORY BOULEVARD,10314.0,7184942129,42,40.607388652383,-74.160674590995,A
41462643,OBAO,Manhattan,222,EAST   53 STREET,10022.0,2123085588,14,40.757400218788,-73.968712170448,P
41462654,MAYA TAQUERIA,Brooklyn,637,VANDERBILT AVENUE,11238.0,7186386292,24,40.678035252538,-73.968713495874,A
41462864,DIRTY PIERRES BISTRO,Queens,13,STATION SQUARE,11375.0,7188309698,21,40.719208052264,-73.845100981906,A
41462894,"YUMMY FRIED CHICKEN, PIZZA & GRILL",Queens,16720,HILLSIDE AVENUE,11432.0,7182915900,55,40.709814302989,-73.79535351304901,A
41462900,ATLANTIC MITOUSHI SUSHI,Brooklyn,177,ATLANTIC AVENUE,11201.0,7189351600,23,40.690080679678005,-73.993776181391,A
41463046,DUNKIN',Bronx,4201,WEBSTER AVENUE,10470.0,7188810382,77,40.895507377518,-73.86348307762499,A
41463441,THE IMMIGRANT NYC,Manhattan,341,EAST    9 STREET,10003.0,6463081724,42,40.728745589412,-73.986202928873,A
41463446,DUNKIN',Staten Island,1955,VICTORY BOULEVARD,10314.0,7182739407,77,40.612569369918,-74.129301700098,A
41463456,DUNKIN',Staten Island,2425,HYLAN BOULEVARD,10306.0,7183514967,77,40.571894134003,-74.108331051064,P
41463477,DUNKIN' / BASKIN ROBBINS,Staten Island,770,FOREST AVENUE,10310.0,7182739641,77,40.629075367568,-74.114937752515,B
41463483,DUNKIN',Staten Island,655,ROSSVILLE AVENUE,10309.0,7189678806,77,40.542592288455,-74.208331211757,A
41463512,MCDONALD'S,Manhattan,824,3 AVENUE,10022.0,6469186885,74,40.756061274589,-73.970596964004,A
41463516,MCDONALD'S,Manhattan,404,EAST   14 STREET,10009.0,2125980045,74,40.731218080873,-73.982258701416,A
41463532,CAPRI RISTORANTE PIZZERIA BAR,Manhattan,145,MULBERRY STREET,10013.0,2126252332,44,40.718824061205,-73.997550520058,A
41463547,SUBWAY,Manhattan,153,CHAMBERS STREET,10007.0,2125776779,69,40.715911443922,-74.010096897809,-2
41463561,SOMTUM DER,Manhattan,85,AVENUE A,10009.0,2122608570,14,40.725166154671,-73.984190505773,A
41463601,JUAN VALDEZ CAFE,Manhattan,140,EAST   57 STREET,10022.0,9172890981,33,40.760784537504,-73.96882608698002,A
41463700,BAR 718,Brooklyn,718,5 AVENUE,11215.0,7184992661,54,40.660423405673,-73.994391691969,A
41463780,CHAN'S VILLAGE,Bronx,1328,METROPOLITAN AVENUE,10462.0,7184092333,61,40.833942674167,-73.86088512003,A
41463800,CHANCE 11,Brooklyn,895,FULTON STREET,11238.0,3479873555,42,40.683623276266,-73.967495786883,A
41464097,BAGELS N GREENS,Brooklyn,5702,18 AVENUE,11204.0,7182566656,18,40.623661784666,-73.985630352509,A
41464140,AU BON PAIN,Staten Island,1,BAY STREET,10301.0,7184200846,60,40.64372588042,-74.072788802132,P
41464143,VYBES KITCHEN,Bronx,1296,E GUNHILL ROAD,10469.0,3473466500,31,40.871821602783,-73.849079465719,P
41464273,NO. 1 CHINA GARDEN KITCHEN,Bronx,1349,EDWARD L GRANT HIGHWAY,10452.0,7182935056,61,40.840137243121,-73.921393635834,A
41464310,VILLA PARADISIO,Staten Island,145,GREAVES LANE,10308.0,7182272405,44,40.55347630229,-74.143494632805,A
41464440,COLLEGE POINT DINER,Queens,1432,COLLEGE POINT BOULEVARD,11356.0,7184459663,42,40.785140952347,-73.84577755292098,A
41464542,THE BLUEBELL CAFE,Manhattan,293,3 AVENUE,10010.0,6466492389,42,40.738546763315,-73.983335699986,A
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,Brooklyn,5322,CHURCH AVENUE,11203.0,7184850731,31,40.652325283955996,-73.927216194989,A
41464997,DEVINE KOSHER BAKERY,Brooklyn,1999,MCDONALD AVENUE,11223.0,3475548114,18,40.603850204787996,-73.97223439930801,A
41465261,HOT BIALYS & BAGELS,Queens,11663,QUEENS BOULEVARD,11375.0,7185440900,57,40.715947197945,-73.833309008637,A
41465278,CHANG XING RESTAURANT,Brooklyn,837,PENNSYLVANIA AVENUE,11207.0,7182726578,61,40.657384150314,-73.889716700147,P
41465455,HAPPY HOUSE,Brooklyn,1,SUTTER AVENUE,11212.0,7183630762,61,40.665247734770006,-73.923056779872,A
41465557,AQUI EN BELLA PUEBLA MEXICAN RESTAURANT,Queens,9411,ROOSEVELT AVENUE,11372.0,7186397300,24,40.748846770927,-73.872432227229,A
41465581,MOLE,Manhattan,57,JANE STREET,10014.0,2122067577,24,40.738141622621,-74.00537671185,A
41465611,WING CHANG FOOD HOUSE,Brooklyn,1389,FULTON STREET,11216.0,7186224720,61,40.680170220439,-73.945468586833,A
41466245,ATLIXCO BAKERY & DELI,Staten Island,1012,ST PAULS AVE,-2.0,7183900171,24,0.0,0.0,P
41466300,URBAN VINTAGE,Brooklyn,294,GRAND AVENUE,11238.0,7187836045,42,40.687922886402,-73.962726810598,A
41466312,TERRI,Manhattan,60,WEST   23 STREET,10010.0,2126478810,8,40.742313468454,-73.991429199103,A
41466316,OLIO E PIU,Manhattan,3,GREENWICH AVENUE,10014.0,2122436546,44,40.733931279931,-73.999635561442,A
41466358,WOLFGANG'S STEAKHOUSE,Manhattan,200,EAST   54 STREET,10022.0,2125889653,82,40.758160479512,-73.968574646384,A
41466567,BAR VERDE,Manhattan,65,2 AVENUE,10003.0,2127776965,3,40.726034114177,-73.989547990997,A
41466809,ANDAZ KITCHEN AND BAR,Manhattan,75,WALL STREET,10005.0,2126991692,42,40.705478749301,-74.007873549509,A
41466825,DUNKIN',Manhattan,101,WEST   23 STREET,10011.0,2126754040,77,40.743090356441996,-73.99322628143601,A
41466873,ROCKY McBRIDE'S,Queens,2701,23 AVENUE,11105.0,7187772723,42,40.775960599245,-73.91512587736301,A
41466918,NUEVO MEXICO MEXICAN RESTAURANT,Brooklyn,489,5 AVENUE,11215.0,7188320050,24,40.667592232604,-73.987603436833,A
41466982,JERUSALEM RESTAURANT,Manhattan,2715,BROADWAY,10025.0,2128652295,47,40.799617164095004,-73.96829133285,A
41467086,SUBWAY,Manhattan,735,11 AVENUE,10019.0,2125825800,69,40.767035672157995,-73.993797843013,A
41467140,MOTHER OF PEARL/HONEY BEES,Manhattan,95,AVENUE A,10009.0,2126146818,8,40.725555871857,-73.98390539302,B
41467162,"DUNKIN', BASKIN ROBBINS",Queens,5401,108th STREET,11368.0,7182718061,42,40.741935725965,-73.854228580434,A
41467165,CHELSEA PAPAYA,Manhattan,171,WEST   23 STREET,10011.0,2123529060,42,40.743683300262,-73.994648101026,P
41467254,DOLCI PARADISE BAKERY,Queens,4807,45 STREET,11377.0,7189373410,13,40.739077579423,-73.920448791583,A
41467391,LA BRASA PERUANA,Brooklyn,4618,5 AVENUE,11220.0,7187654088,0,40.647187925022,-74.00815853529801,A
41467392,POPEYES,Manhattan,240,WEST   40 STREET,10018.0,2127647071,42,40.755257567593006,-73.98913190920399,A
41467407,CASA VIEJA RESTAURANT,Brooklyn,6007,5 AVENUE,11220.0,7184393502,24,40.63935619846,-74.016275513349,A
41467424,SINGAS FAMOUS PIZZA,Queens,6353,108 STREET,11375.0,7184593441,55,40.7334844599,-73.849873900586,A
41467458,JIA XIANG BAKERY,Brooklyn,4401,8 AVENUE,11220.0,6462707272,61,40.644380304334,-74.00029187873,A
41467470,"DUNKIN', BASKIN ROBBINS",Brooklyn,241,ROCKAWAY PARKWAY,11212.0,7182409011,77,40.661601028928,-73.920653278995,A
41467848,M&R DELI & COFFEE SHOP,Bronx,1480,WILLIAMSBRIDGE ROAD,10461.0,7182390841,80,40.844021289986,-73.845777864593,A
41468117,SEBASTIAN - CHLOE 81/ FARM HOUSE,Manhattan,81,LUDLOW STREET,10002.0,2126779383,21,40.718013892768,-73.989419385831,A
41468119,NANSEN LODGE SOCIAL CLUB,Staten Island,3441,VICTORY BOULEVARD,10314.0,7189830464,42,40.603425643192,-74.173517802477,A
41468132,COLLAGE BISTRO & BAR,Manhattan,342,WEST   40 STREET,10018.0,2127066210,42,40.756473732441,-73.992008504149,A
41468186,SUBWAY,Manhattan,437,PARK AVENUE SOUTH,10016.0,2126861222,69,40.744360166231,-73.98330176045499,A
41468267,ICHI UMI,Manhattan,6,EAST   32 STREET,10016.0,2127251333,23,40.746951463756,-73.985058696576,P
41468415,ARABESQUE,Manhattan,4,EAST   36 STREET,10016.0,2125322210,11,40.74955599458,-73.983264361537,A
41468442,LAS PALMAS BAKERY,Bronx,2269,JEROME AVENUE,10453.0,3472698022,13,40.858220067276,-73.904001753199,B
41468453,THE 13TH STEP,Manhattan,149,2 AVENUE,10003.0,2122288020,42,40.729363268647,-73.987122854337,A
41468724,CHINA WANG RESTAURANT,Bronx,109,WEST 225 STREET,10463.0,7183643831,61,40.874466008231,-73.91067135002301,A
41468766,CANTEEN,Brooklyn,57,4 AVENUE,11217.0,7187892133,42,40.682574810486,-73.979542319271,A
41468815,DINOSAUR BAR-B-QUE,Manhattan,2276,12 AVENUE,10027.0,2126943777,20,40.817790575991,-73.960850972401,-2
41468852,TIJUANA SPORTS BAR,Brooklyn,472,KINGS HIGHWAY,11223.0,7183391002,42,40.60420708179,-73.972461129994,A
41469010,MOMENTO RESTAURANT,Queens,2513,QUEENS PLAZA NORTH,11101.0,7187868297,56,40.750801310952,-73.939881220293,P
41469234,"DUNKIN', SUBWAY",Queens,9217,PARSONS BOULEVARD,11433.0,7182064842,69,40.703040322271,-73.800095471598,A
41469247,PENNY HOUSE CAFE,Brooklyn,732,WASHINGTON AVENUE,11238.0,3472407281,33,40.676024514547,-73.963436491851,A
41469473,MY MOST FAVORITE FOOD,Manhattan,247,WEST   72 STREET,10023.0,2125805130,18,40.779278964345,-73.983206311627,P
41469754,GOLDMAN SACHS,Manhattan,200,WEST STREET,10282.0,9173439899,42,40.713838756323,-74.01381200962301,A
41469761,PIO-PIO,Queens,8402,NORTHERN BOULEVARD,11372.0,7184264900,3,40.755755980904,-73.883352098275,A
41469854,CHINA PAGODA,Brooklyn,6918,5 AVENUE,11209.0,7182386184,61,40.633275718916,-74.021098226489,A
41469996,BRINDLE ROOM,Manhattan,277,EAST   10 STREET,10009.0,2125299702,42,40.72818248606,-73.98302440660599,P
41470093,BLUTOS PUB,Queens,4503,162 STREET,11358.0,7184602526,42,40.755959019254,-73.804574266844,A
41470133,COTTON CLUB,Manhattan,664,WEST  125 STREET,10027.0,2126637980,42,40.817265947977,-73.959745753562,P
41470208,FINANCIER PATISSERIE,Manhattan,15,VANDERBILT AVENUE,10017.0,2129731010,33,40.752785703357,-73.978073333536,A
41470237,RUINAS DE COPAN,Bronx,483,BROOK AVENUE,10455.0,7185856473,56,40.813380328623,-73.915861913071,A
41470250,TASTE OF THE TOWN,Queens,12021,JAMAICA AVENUE,11418.0,7188508862,42,40.700277359398996,-73.829630057978,A
41470443,MATT TORREYS,Brooklyn,301,AINSLIE STREET,11211.0,7182187646,26,40.713327927504004,-73.94162495486201,A
41470477,CARIBBEAN CONNECTION CATERING SERVICES INC RESTAURANT,Bronx,3969,LACONIA AVENUE,10466.0,7186555155,31,40.884088192353,-73.849384228871,P
41470527,HEAVEN'S HOT BAGEL,Manhattan,283,EAST HOUSTON STREET,10002.0,2124207566,57,40.721573256914,-73.98420579187601,A
41470674,ONE AND ONE,Manhattan,12,1 AVENUE,10009.0,2125989126,26,40.723357851029,-73.988347038953,P
41470760,THE TOOL BOX,Manhattan,1742,2 AVENUE,10128.0,2123481288,42,40.780828137659995,-73.949574425471,A
41470773,DUNKIN',Manhattan,535,AMSTERDAM AVENUE,10024.0,2125951682,77,40.787514499858,-73.97512232085201,A
41470787,CHINAR RESTAURANT,Brooklyn,2775,CONEY ISLAND AVENUE,11235.0,7183682955,43,40.588904122216,-73.960463610326,A
41470873,SOMETHING GREEK,Brooklyn,7616,3RD AVENUE,11209.0,7187488200,19,40.630556862974,-74.028169448019,A
41471053,MEME MEDITERRANEAN,Manhattan,581,HUDSON STREET,10014.0,6466928450,11,40.73635750191,-74.00587092284799,A
41471148,TALLGRASS BURGER,Manhattan,214,1 AVENUE,10009.0,2122532990,74,40.730496344655,-73.983168139519,A
41471226,MISSION DOLORES,Brooklyn,249,4 AVENUE,11215.0,3474575606,42,40.676281719959995,-73.983791149161,A
41471314,TAKAHACHI BAKERY,Manhattan,25,MURRAY STREET,10007.0,2127915550,13,40.713581274984996,-74.008361481866,A
41471348,PINKERTON WINE BAR,Brooklyn,263,NORTH    6 STREET,11211.0,7187827171,42,40.714774678397,-73.954288780267,A
41471474,NEW HONG KONG RESTAURANT I,Bronx,1838,EAST TREMONT AVENUE,10460.0,7182396998,61,40.840542187967,-73.86648759588701,A
41471562,ORNELLA TRATTORIA ITALIANA,Queens,2917,23 AVENUE,11105.0,7187779477,44,40.77494671375,-73.913690181539,B
41471899,MING XING BBQ RESTAURANT,Queens,3514,FARRINGTON STREET,11354.0,7184610980,36,40.764151165244,-73.83166811066499,A
41471964,DRUNKEN HORSE,Manhattan,225,10 AVENUE,10011.0,2126040505,42,40.747910288174,-74.004013277629,A
41471984,IDLEWILD,Brooklyn,24,SAINT NICHOLAS AVENUE,11237.0,6469248488,42,40.707532762187,-73.92161192523001,A
41471993,NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,7187431054,61,40.597078089281,-73.941255263553,A
41472216,PRET A MANGER,Manhattan,342,7 AVENUE,10001.0,2125647579,60,40.747986986901005,-73.992817957089,A
41472400,MAIZAL RESTAURANT,Staten Island,990,BAY STREET,10305.0,3478253776,24,40.61842934594,-74.069342778495,A
41472439,SAINT ANSELM,Brooklyn,355,METROPOLITAN AVENUE,11211.0,7183845054,42,40.714122135165,-73.9561108789,A
41472510,LITTLE OCHIE JAMAICAN CUISINE,Manhattan,2492,7 AVENUE,10030.0,2122346300,31,40.821393270057996,-73.939260787909,A
41472519,ORIGINAL SANDWICHES,Manhattan,58A,GREENWICH AVENUE,10011.0,2122552237,69,40.735830655556,-74.000656729856,A
41472626,BURGER KING,Queens,13110,HILLSIDE AVENUE,11418.0,7184410925,74,40.703725905471,-73.821340299727,A
41472695,TRAIF,Brooklyn,229,SOUTH    4 STREET,11211.0,3478449578,42,40.710475447971,-73.959117943876,A
41472755,WOODHUL WINEBAR,Brooklyn,644,DRIGGS AVENUE,11211.0,6468243927,42,40.715001397012,-73.95862817511501,A
41472922,RICE & BEANS RESTAURANT,Manhattan,744,9 AVENUE,10019.0,2122654444,22,40.763618073898,-73.988834526509,A
41472986,FUJI JAPANESE RESTAURANT,Manhattan,238,WEST   56 STREET,10019.0,2125869888,23,40.765629178185,-73.982422780932,A
41473011,MACCHIATO ESPRESSO BAR,Manhattan,666,5 AVENUE,10103.0,2122626600,33,40.760542065811,-73.976421114653,P
41473017,BEN & TEENA'S ICE CREAM,Queens,3933,BELL BOULEVARD,11361.0,7182290229,2,40.76491756794,-73.77166801338001,A
41473120,PASTICCERIA ROCCO,Manhattan,243,BLEECKER STREET,10014.0,2122426031,13,40.730703405564,-74.00268444655599,A
41473278,BOI NOODLE Restaurant,Manhattan,240,WEST   40 STREET,10018.0,2125750088,58,40.755257567593006,-73.98913190920399,A
41473313,HAPPY GARDEN RESTAURANT,Bronx,706,MORRIS PARK AVENUE,10462.0,7184091471,61,40.845273314791,-73.86579856207098,A
41473601,EXPRESS SOFT TACO,Queens,13408,JAMAICA AVENUE,11418.0,7182062866,24,40.702351866946,-73.818541672451,A
41473669,DUNKIN',Bronx,5987,BROADWAY,10471.0,7188841763,77,40.889930267089,-73.898053157851,A
41473931,WHISKEY REBEL,Manhattan,129,LEXINGTON AVENUE,10016.0,2126863800,42,40.743017806946995,-73.982168936048,A
41473969,BUTTERFLIES CHINESE FOOD,Queens,145109,GUY BREWER BOULEVARD,11434.0,7185288881,61,40.663376293948005,-73.768452100126,A
41473975,MANHATTAN MOVEMENT & ARTS CENTER,Manhattan,248,WEST   60 STREET,10023.0,2127871178,42,40.771822170083,-73.98902810532199,A
41473978,EL TENAMPA RESTAURANT,Queens,9614,ROOSEVELT AVENUE,11368.0,7188440512,24,40.749169739811,-73.86918338482799,A
41474224,TIBERIAS,Manhattan,45,EAST   34 STREET,10016.0,2124814222,18,40.747565925828,-73.982481700855,A
41474378,ZENGO NYC,Manhattan,622,3 AVENUE,10017.0,2128088110,3,40.749573775064,-73.97532422004599,A
41474503,SHAKE SHACK,Manhattan,300,WEST   44 STREET,10036.0,6464350136,74,40.758699509221,-73.989275731418,A
41474509,SHAKE SHACK,Manhattan,152,EAST   86 STREET,10028.0,6462375036,42,40.779260417173,-73.95506037518898,A
41474595,TRI TIP GRILL,Manhattan,30,ROCKERFELLER PLAZA,-2.0,2126641030,72,0.0,0.0,A
41474882,BUKA,Brooklyn,946,FULTON STREET,11238.0,3477630619,37,40.68268049731,-73.963129964704,P
41474909,MI CASITA RESTARANT,Manhattan,1484,AMSTERDAM AVENUE,10031.0,2122343331,24,40.817853508607996,-73.953007392681,A
41474954,MIKADO BISTRO,Manhattan,525,6 AVENUE,10011.0,2122559981,23,40.737205743859,-73.996958050887,A
41474966,COMPLETE BODY & SPA,Manhattan,22,WEST   19 STREET,10011.0,2124145800,42,40.739472702619,-73.992331716895,A
41474967,TAQUERIA LA PLACITA PUEBLA,Brooklyn,830,BROADWAY,11206.0,7183021092,24,40.699224077607,-73.939282361096,A
41474984,TASTE OF CHINA,Queens,7100,GRAND AVENUE,11378.0,7188989500,61,40.727806422746,-73.89216136820599,A
41475175,CAFE VIA ESPRESSO,Queens,2409,STEINWAY STREET,11103.0,7185453290,33,40.768681172712995,-73.911062890941,A
41475207,BROTHERS PIZZERIA,Queens,18504,HORACE HARDING EXPRESSWAY,11365.0,7184457888,32,40.739902144586,-73.789086363127,A
41475295,BROOKLYN PUB,Brooklyn,689,6 AVENUE,11215.0,7183690088,42,40.660648224453,-73.990542255733,A
41475322,TRUE COLORS BAR,Queens,7915,ROOSEVELT AVENUE,11372.0,7186727505,3,40.747368382852,-73.886485048502,A
41475367,TOMMY PIZZERIA,Queens,915,CROSS BAY BOULEVARD,11693.0,7189456054,32,40.606280505745,-73.819560091374,A
41475422,NOODLE HOUSE,Queens,9015,QUEENS BOULEVARD,11373.0,7182711890,61,40.733840182011,-73.871577033806,A
41475476,BEL AMI,Manhattan,30,EAST   68 STREET,10065.0,2127371313,21,40.769114390467,-73.96708565873901,A
41475502,GMC TEMAXCAL DELI & GROCERY,Brooklyn,163,PARK AVENUE,11205.0,7183078100,24,40.696223192036,-73.972899001548,A
41475632,NOCHE MEXICANA II,Manhattan,842,AMSTERDAM AVENUE,10025.0,2126626900,24,40.79738833218,-73.96794567005,A
41475669,KING WOK KITCHEN,Queens,10829,ASCAN AVENUE,11375.0,7182633900,61,40.718035604403,-73.840778391317,A
41475817,ARGO TEA CAFE,Manhattan,1792,BROADWAY,10019.0,6465496328,33,40.76715789491,-73.981700353965,-2
41475820,ARGO TEA,Manhattan,550,1 AVENUE,10016.0,6463503456,33,40.742286272800996,-73.974594351853,A
41475992,THE CROOKED KNIFE,Manhattan,232,WEST   14 STREET,10011.0,2129294534,42,40.738992622782,-74.000761409896,A
41475994,HAMPTON INN-HERALD SQUARE,Manhattan,116,WEST   31 STREET,10001.0,2129479700,42,40.748200860278004,-73.98991984396,A
41475997,PUNCH / WINED UP,Manhattan,913,BROADWAY,10010.0,2126736333,42,40.739576794705,-73.989668551067,A
41476051,PICCOLO CAFE,Manhattan,157,3 AVENUE,10003.0,2122601175,33,40.734311998768,-73.986418271244,A
